Start,End,1,11,12
Mon Mar 25 10:30:00 2024,Mon Mar 25 11:00:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Mar 25 11:00:00 2024,Mon Mar 25 11:30:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Mar 25 11:30:00 2024,Mon Mar 25 12:00:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Mar 25 12:00:00 2024,Mon Mar 25 15:00:00 2024,FREE,FREE,FREE
Mon Mar 25 15:00:00 2024,Mon Mar 25 15:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 25 15:30:00 2024,Mon Mar 25 16:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 25 16:00:00 2024,Mon Mar 25 16:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 25 16:30:00 2024,Mon Mar 25 17:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 25 17:00:00 2024,Mon Mar 25 17:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 25 17:30:00 2024,Mon Mar 25 18:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Mar 25 18:00:00 2024,Tue Mar 26 09:00:00 2024,FREE,FREE,FREE
Tue Mar 26 09:00:00 2024,Tue Mar 26 09:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Mar 26 09:30:00 2024,Tue Mar 26 10:00:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Mar 26 10:00:00 2024,Tue Mar 26 10:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Mar 26 10:30:00 2024,Tue Mar 26 11:00:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Mar 26 11:00:00 2024,Tue Mar 26 11:30:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Mar 26 11:30:00 2024,Tue Mar 26 12:00:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Mar 26 12:00:00 2024,Tue Mar 26 13:30:00 2024,FREE,FREE,FREE
Tue Mar 26 13:30:00 2024,Tue Mar 26 14:00:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Mar 26 14:00:00 2024,Tue Mar 26 14:30:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Mar 26 14:30:00 2024,Tue Mar 26 15:00:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Mar 26 15:00:00 2024,Wed Mar 27 10:30:00 2024,FREE,FREE,FREE
Wed Mar 27 10:30:00 2024,Wed Mar 27 11:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 27 11:00:00 2024,Wed Mar 27 11:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 27 11:30:00 2024,Wed Mar 27 12:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 27 12:00:00 2024,Wed Mar 27 12:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 27 12:30:00 2024,Wed Mar 27 13:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 27 13:00:00 2024,Wed Mar 27 13:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Mar 27 13:30:00 2024,Thu Mar 28 08:30:00 2024,FREE,FREE,FREE
Thu Mar 28 08:30:00 2024,Thu Mar 28 09:00:00 2024,Design in the Anthropocene,,
Thu Mar 28 09:00:00 2024,Thu Mar 28 09:30:00 2024,Design in the Anthropocene,,
Thu Mar 28 09:30:00 2024,Thu Mar 28 10:00:00 2024,Design in the Anthropocene,,
Thu Mar 28 10:00:00 2024,Thu Mar 28 10:30:00 2024,Design in the Anthropocene,,
Thu Mar 28 10:30:00 2024,Thu Mar 28 11:00:00 2024,Design in the Anthropocene,,
Thu Mar 28 11:00:00 2024,Thu Mar 28 11:30:00 2024,Design in the Anthropocene,,
Thu Mar 28 11:30:00 2024,Thu Mar 28 12:00:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Mar 28 12:00:00 2024,Thu Mar 28 12:30:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Mar 28 12:30:00 2024,Thu Mar 28 13:00:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Mar 28 13:00:00 2024,Thu Mar 28 13:30:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Mar 28 13:30:00 2024,Thu Mar 28 16:00:00 2024,FREE,FREE,FREE
Thu Mar 28 16:00:00 2024,Thu Mar 28 16:30:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Mar 28 16:30:00 2024,Thu Mar 28 17:00:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Mar 28 17:00:00 2024,Thu Mar 28 17:30:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Mar 28 17:30:00 2024,Thu Mar 28 18:00:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Mar 28 18:00:00 2024,Mon Apr  1 09:00:00 2024,FREE,FREE,FREE
Mon Apr  1 09:00:00 2024,Mon Apr  1 09:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Apr  1 09:30:00 2024,Mon Apr  1 10:00:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Apr  1 10:00:00 2024,Mon Apr  1 10:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Apr  1 10:30:00 2024,Mon Apr  1 11:00:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Apr  1 11:00:00 2024,Mon Apr  1 11:30:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Apr  1 11:30:00 2024,Mon Apr  1 12:00:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Apr  1 12:00:00 2024,Mon Apr  1 15:00:00 2024,FREE,FREE,FREE
Mon Apr  1 15:00:00 2024,Mon Apr  1 15:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr  1 15:30:00 2024,Mon Apr  1 16:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr  1 16:00:00 2024,Mon Apr  1 16:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr  1 16:30:00 2024,Mon Apr  1 17:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr  1 17:00:00 2024,Mon Apr  1 17:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr  1 17:30:00 2024,Mon Apr  1 18:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr  1 18:00:00 2024,Tue Apr  2 09:00:00 2024,FREE,FREE,FREE
Tue Apr  2 09:00:00 2024,Tue Apr  2 09:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Apr  2 09:30:00 2024,Tue Apr  2 10:00:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Apr  2 10:00:00 2024,Tue Apr  2 10:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Apr  2 10:30:00 2024,Tue Apr  2 11:00:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Apr  2 11:00:00 2024,Tue Apr  2 11:30:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Apr  2 11:30:00 2024,Tue Apr  2 12:00:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Apr  2 12:00:00 2024,Tue Apr  2 13:30:00 2024,FREE,FREE,FREE
Tue Apr  2 13:30:00 2024,Tue Apr  2 14:00:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Apr  2 14:00:00 2024,Tue Apr  2 14:30:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Apr  2 14:30:00 2024,Tue Apr  2 15:00:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Apr  2 15:00:00 2024,Wed Apr  3 10:30:00 2024,FREE,FREE,FREE
Wed Apr  3 10:30:00 2024,Wed Apr  3 11:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Apr  3 11:00:00 2024,Wed Apr  3 11:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Apr  3 11:30:00 2024,Wed Apr  3 12:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Apr  3 12:00:00 2024,Wed Apr  3 12:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Apr  3 12:30:00 2024,Wed Apr  3 13:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Apr  3 13:00:00 2024,Wed Apr  3 13:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Apr  3 13:30:00 2024,Thu Apr  4 08:30:00 2024,FREE,FREE,FREE
Thu Apr  4 08:30:00 2024,Thu Apr  4 09:00:00 2024,Design in the Anthropocene,,
Thu Apr  4 09:00:00 2024,Thu Apr  4 09:30:00 2024,Design in the Anthropocene,,
Thu Apr  4 09:30:00 2024,Thu Apr  4 10:00:00 2024,Design in the Anthropocene,,
Thu Apr  4 10:00:00 2024,Thu Apr  4 10:30:00 2024,Design in the Anthropocene,,
Thu Apr  4 10:30:00 2024,Thu Apr  4 11:00:00 2024,Design in the Anthropocene,,
Thu Apr  4 11:00:00 2024,Thu Apr  4 11:30:00 2024,Design in the Anthropocene,,
Thu Apr  4 11:30:00 2024,Thu Apr  4 12:00:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Apr  4 12:00:00 2024,Thu Apr  4 12:30:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Apr  4 12:30:00 2024,Thu Apr  4 13:00:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Apr  4 13:00:00 2024,Thu Apr  4 13:30:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Apr  4 13:30:00 2024,Thu Apr  4 16:00:00 2024,FREE,FREE,FREE
Thu Apr  4 16:00:00 2024,Thu Apr  4 16:30:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Apr  4 16:30:00 2024,Thu Apr  4 17:00:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Apr  4 17:00:00 2024,Thu Apr  4 17:30:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Apr  4 17:30:00 2024,Thu Apr  4 18:00:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Apr  4 18:00:00 2024,Fri Apr  5 08:30:00 2024,FREE,FREE,FREE
Fri Apr  5 08:30:00 2024,Fri Apr  5 09:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr  5 09:00:00 2024,Fri Apr  5 09:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr  5 09:30:00 2024,Fri Apr  5 10:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr  5 10:00:00 2024,Fri Apr  5 10:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr  5 10:30:00 2024,Fri Apr  5 11:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr  5 11:00:00 2024,Fri Apr  5 11:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr  5 11:30:00 2024,Fri Apr  5 12:00:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Apr  5 12:00:00 2024,Fri Apr  5 12:30:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Apr  5 12:30:00 2024,Fri Apr  5 13:00:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Apr  5 13:00:00 2024,Fri Apr  5 13:30:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Apr  5 13:30:00 2024,Mon Apr  8 09:00:00 2024,FREE,FREE,FREE
Mon Apr  8 09:00:00 2024,Mon Apr  8 09:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Apr  8 09:30:00 2024,Mon Apr  8 10:00:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Apr  8 10:00:00 2024,Mon Apr  8 10:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Apr  8 10:30:00 2024,Mon Apr  8 11:00:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Apr  8 11:00:00 2024,Mon Apr  8 11:30:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Apr  8 11:30:00 2024,Mon Apr  8 12:00:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Apr  8 12:00:00 2024,Mon Apr  8 15:00:00 2024,FREE,FREE,FREE
Mon Apr  8 15:00:00 2024,Mon Apr  8 15:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr  8 15:30:00 2024,Mon Apr  8 16:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr  8 16:00:00 2024,Mon Apr  8 16:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr  8 16:30:00 2024,Mon Apr  8 17:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr  8 17:00:00 2024,Mon Apr  8 17:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr  8 17:30:00 2024,Mon Apr  8 18:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr  8 18:00:00 2024,Tue Apr  9 09:00:00 2024,FREE,FREE,FREE
Tue Apr  9 09:00:00 2024,Tue Apr  9 09:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Apr  9 09:30:00 2024,Tue Apr  9 10:00:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Apr  9 10:00:00 2024,Tue Apr  9 10:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Apr  9 10:30:00 2024,Tue Apr  9 11:00:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Apr  9 11:00:00 2024,Tue Apr  9 11:30:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Apr  9 11:30:00 2024,Tue Apr  9 12:00:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Apr  9 12:00:00 2024,Tue Apr  9 13:30:00 2024,FREE,FREE,FREE
Tue Apr  9 13:30:00 2024,Tue Apr  9 14:00:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Apr  9 14:00:00 2024,Tue Apr  9 14:30:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Apr  9 14:30:00 2024,Tue Apr  9 15:00:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Apr  9 15:00:00 2024,Thu Apr 11 08:30:00 2024,FREE,FREE,FREE
Thu Apr 11 08:30:00 2024,Thu Apr 11 09:00:00 2024,Design in the Anthropocene,,
Thu Apr 11 09:00:00 2024,Thu Apr 11 09:30:00 2024,Design in the Anthropocene,,
Thu Apr 11 09:30:00 2024,Thu Apr 11 10:00:00 2024,Design in the Anthropocene,,
Thu Apr 11 10:00:00 2024,Thu Apr 11 10:30:00 2024,Design in the Anthropocene,,
Thu Apr 11 10:30:00 2024,Thu Apr 11 11:00:00 2024,Design in the Anthropocene,,
Thu Apr 11 11:00:00 2024,Thu Apr 11 11:30:00 2024,Design in the Anthropocene,,
Thu Apr 11 11:30:00 2024,Thu Apr 11 12:00:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Apr 11 12:00:00 2024,Thu Apr 11 12:30:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Apr 11 12:30:00 2024,Thu Apr 11 13:00:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Apr 11 13:00:00 2024,Thu Apr 11 13:30:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Apr 11 13:30:00 2024,Thu Apr 11 16:00:00 2024,FREE,FREE,FREE
Thu Apr 11 16:00:00 2024,Thu Apr 11 16:30:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Apr 11 16:30:00 2024,Thu Apr 11 17:00:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Apr 11 17:00:00 2024,Thu Apr 11 17:30:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Apr 11 17:30:00 2024,Thu Apr 11 18:00:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Apr 11 18:00:00 2024,Fri Apr 12 08:30:00 2024,FREE,FREE,FREE
Fri Apr 12 08:30:00 2024,Fri Apr 12 09:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr 12 09:00:00 2024,Fri Apr 12 09:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr 12 09:30:00 2024,Fri Apr 12 10:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr 12 10:00:00 2024,Fri Apr 12 10:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr 12 10:30:00 2024,Fri Apr 12 11:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr 12 11:00:00 2024,Fri Apr 12 11:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr 12 11:30:00 2024,Fri Apr 12 12:00:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Apr 12 12:00:00 2024,Fri Apr 12 12:30:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Apr 12 12:30:00 2024,Fri Apr 12 13:00:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Apr 12 13:00:00 2024,Fri Apr 12 13:30:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Apr 12 13:30:00 2024,Mon Apr 15 09:00:00 2024,FREE,FREE,FREE
Mon Apr 15 09:00:00 2024,Mon Apr 15 09:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Apr 15 09:30:00 2024,Mon Apr 15 10:00:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
